occurance,transcription,App_TAG
1,and to pay,Enquire_Vague
1,benefit payments,Claim
1,i want to find out if i can pay my debt online,Debt
1,i want to receive f_t_b part_a,Claim
2,carers,Carers
9,i would like to speak to an operator,Request_Operator
1,about my payment this week i wanna know how much i get,Check_Payments
1,i wanna update my income estimate,Update_FamilyIncomeEstimate
1,curious about the family bonus,GeneralBonus
1,to login my payment for the week for the fortnight,Report_Earnings
1,to check how much income i can earn,Enquire_Earnings
1,process to receiving c_c_t_r,ChildCareRebate
1,payments summary,PaySummary
1,for my advance,Advance
1,i need to report that i'm getting maintenance,Change_Circumstances
1,i don't get any family allowance,Enquire_FamilyAssistance
1,i want to know when the six hundred dollars per child is paid,Enquire_LumpPayment
1,payment has,Enquire_Payments
1,amount is paid,Check_Payments
1,payment debt,Debt
1,changes in the income,Update_FamilyIncomeEstimate
1,job payment changes,Enquire_Payments
1,just to know about parenting payment,Enquire_Parenting
1,had a child,Claim
1,i need to find out why i got my money today,Enquire_Payments
1,need to know if i get a group certificate,PaySummary
1,just to ring to say i'm a non_lodger,TaxReturn
1,i wanna claim child_care benefit,Claim
1,i need to change my family payment,Enquire_FamilyAssistance
1,family tax benefit one_off payment,Enquire_FTB
1,a family income,Update_FamilyIncomeEstimate
1,vacational care,Enquire_CCB
1,about maternity allowance,Maternity
1,reporting a child a baby,Change_Circumstances
1,child support statement,ChildSupport
1,can i speak to a customer representative please,Request_Operator
1,i'm ringing with regard to my child support family support and her income,ChildSupport
1,so i don't have to do an income tax,Enquire_Tax
1,for a child_care rebate,ChildCareRebate
1,i want to update my family income earning estimate,Update_FamilyIncomeEstimate
1,government end of financial money,Enquire_FamilyAssistance
1,to let you know i don't need to lodge a tax return,TaxReturn
1,child_care percentage rate,Enquire_CCB
1,report your payment your earnings,Report_Earnings
1,i wanna update my family allowance,Enquire_FTB
1,cancel child_care benefit,Enquire_CCB
1,apply for health_care card,Cards
1,just enquiring about some child_care benefits,Enquire_CCB
3,tax payments,Enquire_Tax
1,need to speak to the operator about my family money,Request_Operator
1,i need to ask if i have to still report my earnings or just take a form in,Report_Earnings
1,find out what my next payments gonna be,Check_Payments
1,claim for new_born,Claim
1,money hasn't gone in,Enquire_Payments
1,parenting payment isn't in the bank,Enquire_Parenting
1,for the family enrollment for child_care for school aged child,Enquire_CCB
1,payment not in the bank,Enquire_Payments
1,i need to speak to someone about child_care rebate,ChildCareRebate
1,ask to ring,Respond_Correspondence
3,change of situation,Change_Circumstances
1,just query,Enquire_Vague
2,a new_born child claim,Claim
1,about the parenting payment,Enquire_Parenting
1,family tax benefit refund,Enquire_FTB
1,payments not being brought to me,Enquire_Payments
1,i want to report people that are doing the wrong,Fraud
1,i just want to talk to someone,Request_Operator
1,when when i get payment,Check_Payments
10,update my family estimate,Update_FamilyIncomeEstimate
1,i have a query regarding my child_care benefit,Enquire_CCB
1,rebate query,ChildCareRebate
2,family assistant officer,Enquire_FamilyAssistance
11,account enquiry,Enquire_Payments
1,family tax payment,Enquire_FTB
1,i got a letter i had to get back to somebody by the end,Respond_Correspondence
1,you didn't pay my boyfriend,Enquire_Payments
1,cancellation of appointment,Appointment
1,past payment,Check_Payments
1,family tax and general enquiry,Enquire_FTB
1,enquiries operator,Request_Operator
1,need to set_up payments my partner's not working at the moment,Claim
1,advise centrelink of no tax return,TaxReturn
1,six hundred dollar family bonus annual payment,Enquire_LumpPayment
1,i'd like to find out about my payment today,Check_Payments
1,to notify centrelink that i don't need to lodge a tax return this year,TaxReturn
1,to change my income information for the next financial year,Update_FamilyIncomeEstimate
1,check the payment,Check_Payments
1,i am trying to find out about the c_c_t_r,ChildCareRebate
1,tax related child_care,Enquire_CCB
3,update family income estimate,Update_FamilyIncomeEstimate
1,i'm just calling to enquire about the six hundred dollars that each child gets i just want to speak to an operator,Enquire_LumpPayment
1,government tax payment,Enquire_FamilyAssistance
1,i need to add a new child_care provider to my child_care benefit for my child_care benefits,Enquire_CCB
1,i'm enquiring about the family tax benefit part_a,Enquire_FTB
1,can you run through the options please,Enquire_Vague
1,regarding a letter that i was sent,Respond_Correspondence
1,to my pin access,Support_SelfService
1,i want to add a vacation care program to my list,Enquire_CCB
1,wanna check future and past payments,Check_Payments
1,i want report,Report_Earnings
3,baby bonuses,Maternity
1,to enquire about the government payment please,Enquire_Payments
1,checking child_care percentage,Enquire_CCB
1,statement please from centrelink income statement from centrelink,IncomeReportingStatement
1,include a child_care benefit provider,Enquire_CCB
1,a letter from centrelink,Respond_Correspondence
1,to check out about the estimate family assistance it is,Update_FamilyIncomeEstimate
1,update my family tax benefit,Enquire_FTB
1,working more hours than i reported,Report_Earnings
1,i need to get a report about how much child_care i've paid for tax,PaySummary
1,birth of children,Maternity
1,i wanna talk with one of of retailer i need help,Request_Operator
1,i would like to lodge my parenting form,Enquire_Parenting
1,to see if we're entitled to a health_care card,Cards
1,nanny,Garbage
2,i need to apply for family assistance,Claim
1,started new job,Employment
1,i'm calling regarding the employment entry payment,Employment
1,just ringing up about the six hundred a child,Enquire_LumpPayment
1,family income child_care benefit,Enquire_CCB
1,enquiry about child_care supplement,Enquire_CCB
1,would like to speak to financial controller,GeneralEnquiry
6,assessment notice,Assessment
1,in regards to family tax payment,Enquire_FTB
1,enquiry about tax return,TaxReturn
1,taxable income two thousand and seven,PaySummary
1,newstart for a payment,NewStart
1,disaster relief,Announcement
1,assessment notice for child_care,Enquire_CCB
1,moving back to the u_k,Overseas
1,fortnightly income,Report_Earnings
1,find out fortnightly payments,Check_Payments
1,about child support payments,ChildSupport
1,payment generation,Check_Payments
1,for a total benefit paid last year,PaySummary
1,claim for the baby bonus,Claim
1,customer assisted claim for family tax benefit,Claim
1,i'd like to enquire about my child_care fee,Enquire_CCB
1,about a parenting payment,Enquire_Parenting
1,querying about my family assistance,Enquire_FamilyAssistance
1,accounting enquiry,Enquire_Payments
1,centre_pay,Deductions
1,i want to borrow my family tax benefit allowance advance,Advance
1,six hundred per each child,Enquire_LumpPayment
2,enquiring about group certificate,PaySummary
1,i want to see if i'm eligible for family tax loan,Advance
1,to give my estimate for this year's earnings,Update_FamilyIncomeEstimate
1,how much my family assistance payment will be tomorrow,Check_Payments
1,my pay's not right,Enquire_Payments
1,allow my wife to my husband to access my wife's details,Enquire_FamilyAssistance
1,five hundred dollar centrelink payment advance payment,Advance
1,i'm looking to find out when the government payment is due,Enquire_FamilyAssistance
2,family assistance help,Enquire_FamilyAssistance
1,to check_up on a pension,Enquire_Parenting
1,centrelink deductions,Deductions
1,to update income amount,Update_FamilyIncomeEstimate
1,i need to change dependent children,Enquire_FamilyAssistance
2,a family assistance advance,Advance
1,change in child_care arrangements,Enquire_CCB
1,i need to know my taxable income for the year two thousand and six and two thousand seven,PaySummary
1,i am becoming de_facto,Change_Circumstances
2,change of work_place,Employment
1,income estimate operator thank you,Update_FamilyIncomeEstimate
1,beg your pardon,Enquire_Vague
1,need to phone about my tax payment tax money please,Enquire_FamilyAssistance
1,i need to find out if i'm suspended,Enquire_Payments
1,i want to see how much i'm getting paid,Check_Payments
1,family tax update,Enquire_FTB
1,enquiry on my family assistance,Enquire_FamilyAssistance
1,payment pay_day,Check_Payments
1,my fortnightly earnings,Report_Earnings
1,well i was in the middle of a call with one of the operators and i was cut off accidentally it's about a payment,Enquire_Payments
1,family tax bonus payment,Enquire_LumpPayment
1,i don't have to lodge a group certificate with you,TaxReturn
1,adjust income,Update_FamilyIncomeEstimate
1,to apply for jet,Enquire_Jet
2,wanna talk to a customer service officer,Request_Operator
1,future payment,Check_Payments
1,i need to advise my current working situation,Employment
1,i need to apply for my family advance,Advance
3,need to update my family,Enquire_FTB
1,for new claim parenting payment,Claim
1,to connect to care number for my vacation care centre,Enquire_CCB
1,i want to check my income estimate,Update_FamilyIncomeEstimate
1,family allowance claim,Claim
1,i've recently separated from my partner,Change_Circumstances
1,family payment my family payment,Enquire_Payments
1,i do have a customer access number but it's not with me at the moment and my reason for my call is to collect a maternity award because my wife just had a baby,Maternity
1,i would like to check recent payment,Check_Payments
1,i'm changing day_cares,Enquire_CCB
1,parenting payment cancelled,Enquire_Parenting
1,report my wife's earnings,Report_Earnings
1,declaration of earnings,Report_Earnings
1,day_care percentage,Enquire_CCB
709,report earnings,Report_Earnings
1,just to check on how much money i receive,Check_Payments
163,group certificate,PaySummary
1,child_care rebate,ChildCareRebate
1,child_care change,Enquire_CCB
8,reporting earning,Report_Earnings
1,want to speak to somebody about my debt,Debt
1,to notify of no tax return this year,TaxReturn
1,family assistant and supplement loan,Advance
1,want to get to know about the child supplement six hundred seven hundred dollar money for tax,Enquire_LumpPayment
